"","time","nino.anomaly","dmi.anomaly","tsa.anomaly","aao.anomaly","week","year"
"1841",2017-02-08,0.0275169,0.405633,0.140856,-0.008857,6,2017
"1842",2017-02-15,0.116079,0.417508,0.0352738,0.067714,7,2017
"1843",2017-02-22,0.174185,0.264742,0.104435,0.171429,8,2017
"1844",2017-03-01,-0.102939,-0.359637,0.134616,-1.355571,9,2017
"1845",2017-03-08,-0.314066,-0.184687,0.22797,-0.669429,10,2017
"1846",2017-03-15,0.271014,0.31231,0.273499,0.640286,11,2017
"1847",2017-03-22,0.131874,0.491449,0.13268,0.645571,12,2017
"1848",2017-03-29,0.222842,0.505633,0.196037,1.053143,13,2017
"1849",2017-04-05,0.251696,0.796349,0.22377,0.666286,14,2017
"1850",2017-04-12,0.198525,0.332651,0.472706,1.246143,15,2017
"1851",2017-04-19,0.489155,0.54087,0.309486,0.508714,16,2017
"1852",2017-04-26,0.403754,0.843699,0.427274,0.095143,17,2017
"1853",2017-05-03,0.392002,0.816482,0.279189,0.433143,18,2017
"1854",2017-05-10,0.448244,1.00484,0.376161,2.272429,19,2017
"1855",2017-05-17,0.29937,1.1163,-0.255009,0.845571,20,2017
"1856",2017-05-24,0.522375,0.898877,0.58872,0.053857,21,2017
"1857",2017-05-31,0.536993,0.680954,0.665954,1.021286,22,2017
"1858",2017-06-07,0.411286,0.385419,0.719772,0.575429,23,2017
"1859",2017-06-14,0.503531,0.44562,0.395149,-0.382286,24,2017
"1860",2017-06-21,0.65852,0.691543,0.686884,0.785857,25,2017
"1861",2017-06-28,0.613723,0.56048,0.104467,1.386286,26,2017
"1862",2017-07-05,0.573187,0.505641,-0.122929,2.514857,27,2017
"1863",2017-07-12,0.432849,0.540304,0.300798,0.527286,28,2017
"1864",2017-07-19,0.345559,0.389277,0.0969834,0.294571,29,2017
"1865",2017-07-26,-0.0521388,0.68469,0.0473157,-0.977571,30,2017
"1866",2017-08-02,0.115275,0.694595,0.0506387,1.344571,31,2017
"1867",2017-08-09,-0.31627,0.624536,-0.209191,0.090857,32,2017
"1868",2017-08-16,-0.521768,0.878485,0.485439,0.079714,33,2017
"1869",2017-08-23,-0.162754,0.746522,0.323572,0.593,34,2017
"1870",2017-08-30,-0.292198,0.780756,0.624799,2.127286,35,2017
"1871",2017-09-06,-0.645597,0.694472,0.247414,0.862714,36,2017
"1872",2017-09-13,-0.649947,0.145664,-0.169292,0.188286,37,2017
"1873",2017-09-20,-0.498956,0.249701,0.0644069,1.605714,38,2017
"1874",2017-09-27,-0.298739,0.0535806,0.0893469,2.094,39,2017
"1875",2017-10-04,-0.125746,-0.00465585,0.046148,-0.106714,40,2017
"1876",2017-10-11,-0.6144,0.779784,0.484019,-0.191857,41,2017
"1877",2017-10-18,-0.914124,-0.267928,0.28606,-0.846143,42,2017
"1878",2017-10-25,-0.561488,0.0696757,0.0913182,-1.052571,43,2017
"1879",2017-11-01,-0.449851,0.175596,0.0491061,-0.632,44,2017
"1880",2017-11-08,-1.16363,-0.185965,0.134094,-0.116714,45,2017
"1881",2017-11-15,-1.11416,-0.12238,0.134493,0.882857,46,2017
"1882",2017-11-22,-0.803113,-0.0642617,-0.168653,1.242286,47,2017
"1883",2017-11-29,-0.753723,-0.00617224,0.101045,2.101714,48,2017
"1884",2017-12-06,-0.894425,-0.414431,0.0294585,1.743143,49,2017
"1885",2017-12-13,-0.820611,-0.268624,-0.417374,0.434,50,2017
"1886",2017-12-20,-1.02941,0.171343,-0.589928,0.703571,51,2017
"1887",2017-12-27,-0.628356,-0.604185,-0.11046,0.715286,52,2017
"1888",2018-01-03,-0.893605,-0.532012,-0.0832798,0.580286,1,2018
"1889",2018-01-10,-1.03381,-0.400337,0.0411288,0.307714,2,2018
"1890",2018-01-17,-0.715101,-0.180302,-0.0531648,2.839571,3,2018
"1891",2018-01-24,-0.796913,-0.205463,-0.0368837,1.266143,4,2018
"1892",2018-01-31,-0.961127,0.0956653,-0.0379021,0.636,5,2018
"1893",2018-02-07,-0.973721,0.159788,-0.115674,0.928571,6,2018
"1894",2018-02-14,-1.04762,0.316874,-0.108033,1.305,7,2018
"1895",2018-02-21,-1.14404,0.99073,-0.404971,0.662143,8,2018
"1896",2018-02-28,-0.879234,0.494304,-0.390857,1.528143,9,2018
"1897",2018-03-07,-0.820126,-0.0827901,-0.0734383,0.970571,10,2018
"1898",2018-03-14,-0.744589,-0.194279,-0.213565,-0.210286,11,2018
"1899",2018-03-21,-0.880238,0.331432,-0.5051,0.442429,12,2018
"1900",2018-03-28,-0.758019,0.596854,-0.168638,-0.709571,13,2018
"1901",2018-04-04,-0.557639,0.527823,-0.0675077,-1.605857,14,2018
"1902",2018-04-11,-0.449426,0.368829,0.0288645,-1.270571,15,2018
"1903",2018-04-18,-0.277834,0.159901,0.114025,-1.236714,16,2018
"1904",2018-04-25,-0.0773515,0.221672,0.156444,-0.966857,17,2018
"1905",2018-05-02,-0.307505,0.899643,0.147406,0.635,18,2018
"1906",2018-05-09,-0.159767,0.678583,-0.184963,0.493,19,2018
"1907",2018-05-16,-0.117273,0.734267,0.120037,-0.275429,20,2018
"1908",2018-05-23,-0.155236,0.232194,0.0829763,-0.453,21,2018
"1909",2018-05-30,-0.0232451,0.198373,-0.0348271,-0.557143,22,2018
"1910",2018-06-06,-0.0463121,-0.0673052,-0.0160951,1.110857,23,2018
"1911",2018-06-13,0.167529,0.0677555,0.257303,0.210857,24,2018
"1912",2018-06-20,0.355303,0.396365,0.371749,-0.747857,25,2018
"1913",2018-06-27,0.38258,0.173887,0.404337,-0.564,26,2018
"1914",2018-07-04,0.308925,0.831398,0.0804651,0.298,27,2018
"1915",2018-07-11,0.182617,0.616093,0.0407624,1.157,28,2018
"1916",2018-07-18,0.330075,0.671797,0.220466,0.759429,29,2018
"1917",2018-07-25,0.184929,0.0894589,-0.24536,0.165429,30,2018
"1918",2018-08-01,-0.0184954,0.286947,0.00408754,-1.495286,31,2018
"1919",2018-08-08,0.102924,0.508048,-0.658132,-0.721286,32,2018
"1920",2018-08-15,0.366108,0.323791,-0.179919,-1.45,33,2018
"1921",2018-08-22,0.222021,0.483732,0.0532479,-0.115714,34,2018
"1922",2018-08-29,0.138547,0.40476,-0.194521,1.819857,35,2018
"1923",2018-09-05,0.210714,0.160456,-0.422458,3.218429,36,2018
"1924",2018-09-12,0.263612,0.971658,0.0741124,0.894286,37,2018
"1925",2018-09-19,0.232063,1.37139,0.0181203,1.033286,38,2018
"1926",2018-09-26,0.533993,1.38904,-0.186888,0.360286,39,2018
"1927",2018-10-03,0.594767,0.65795,-0.0398369,1.962714,40,2018
"1928",2018-10-10,0.490009,0.432585,-0.118361,0.283857,41,2018
"1929",2018-10-17,0.813617,0.740862,0.0594,-0.697,42,2018
"1930",2018-10-24,0.970121,0.917289,0.27681,0.535714,43,2018
"1931",2018-10-31,1.09468,0.460614,0.248897,0.408,44,2018
"1932",2018-11-07,0.727869,0.457118,-0.207225,0.104,45,2018
"1933",2018-11-14,0.678934,0.700513,0.0866837,1.647429,46,2018
"1934",2018-11-21,1.21086,1.26128,0.0632567,1.434857,47,2018
"1935",2018-11-28,1.14181,0.99328,0.0797623,0.998143,48,2018
"1936",2018-12-05,0.982087,0.534947,0.239041,0.877857,49,2018
"1937",2018-12-12,1.04595,0.425453,0.198232,1.424714,50,2018
"1938",2018-12-19,0.960156,-0.025248,0.419373,0.658571,51,2018
"1939",2018-12-26,0.615475,0.227458,0.165571,0.759429,52,2018
"1940",2019-01-02,0.655983,0.709862,0.222395,1.312857,1,2019
"1941",2019-01-09,0.337573,0.0520147,-0.10466,0.117,2,2019
"1942",2019-01-16,0.435424,-0.0725379,0.0390768,0.223,3,2019
"1943",2019-01-23,0.338871,-0.299282,0.565034,0.788571,4,2019
"1944",2019-01-30,0.233872,0.0116476,0.444281,0.766143,5,2019
"1945",2019-02-06,0.302776,-0.0397693,0.367436,1.604,6,2019
"1946",2019-02-13,0.490006,0.279276,0.0410349,-0.569143,7,2019
"1947",2019-02-20,0.646554,-0.000704379,0.523317,-2.240286,8,2019
"1948",2019-02-27,1.03145,-0.320183,0.385597,-1.308571,9,2019
"1949",2019-03-06,0.932047,-0.285212,0.310694,-0.150857,10,2019
"1950",2019-03-13,0.895043,0.105578,0.781928,0.766571,11,2019
"1951",2019-03-20,1.01383,0.411253,1.0545,1.148857,12,2019
"1952",2019-03-27,0.908319,0.245548,1.01236,1.124429,13,2019
"1953",2019-04-03,0.881946,0.0848774,1.04441,1.314571,14,2019
"1954",2019-04-10,0.864856,-0.10286,0.934163,0.232286,15,2019
"1955",2019-04-17,0.732342,0.186927,0.400396,-0.502,16,2019
"1956",2019-04-24,0.870464,0.194737,0.302322,0.712143,17,2019
"1957",2019-05-01,0.816244,0.599262,0.397147,0.318857,18,2019
"1958",2019-05-08,0.458701,0.676996,0.324997,1.665857,19,2019
"1959",2019-05-15,0.600868,1.38705,0.173003,1.487429,20,2019
"1960",2019-05-22,0.779618,1.76262,0.201747,-0.713143,21,2019
"1961",2019-05-29,0.920622,1.13794,0.434677,-1.640857,22,2019
"1962",2019-06-05,0.829028,0.721985,-0.105305,0.883714,23,2019
"1963",2019-06-12,0.685006,0.607071,0.270105,1.928857,24,2019
"1964",2019-06-19,0.474892,0.395428,0.109594,1.746714,25,2019
"1965",2019-06-26,0.285856,0.936827,0.0522384,1.423286,26,2019
"1966",2019-07-03,0.510041,0.792843,-0.283049,0.769857,27,2019
"1967",2019-07-10,0.315986,0.598523,-0.145636,-1.062571,28,2019
"1968",2019-07-17,0.131912,1.01671,0.238404,-1.263143,29,2019
"1969",2019-07-24,0.371793,0.409453,-0.114647,-0.228714,30,2019
"1970",2019-07-31,0.444291,0.228606,0.365596,0.059143,31,2019
"1971",2019-08-07,0.317096,1.55116,0.150577,-2.016429,32,2019
"1972",2019-08-14,0.0610317,1.62312,-0.514158,-1.169143,33,2019
"1973",2019-08-21,-0.078933,1.59804,-0.358061,-0.608857,34,2019
"1974",2019-08-28,-0.305376,1.54426,-0.799841,-0.584714,35,2019
"1975",2019-09-04,-0.221286,0.735569,-0.398596,-0.272429,36,2019
"1976",2019-09-11,-0.398793,1.11174,-0.149093,0.580857,37,2019
"1977",2019-09-18,-0.285206,1.6959,0.23138,1.518571,38,2019
"1978",2019-09-25,0.414348,1.6802,0.0036104,0.599,39,2019
"1979",2019-10-02,0.40978,1.9339,0.167583,0.061571,40,2019
"1980",2019-10-09,0.342569,2.8499,-0.510629,-0.077429,41,2019
"1981",2019-10-16,0.716577,1.99883,0.0279359,-0.107429,42,2019
"1982",2019-10-23,0.552692,2.12244,-0.0923174,-2.346429,43,2019
"1983",2019-10-30,0.666103,3.09088,0.469975,-2.244571,44,2019
"1984",2019-11-06,0.465702,2.4834,0.150381,-2.451857,45,2019
"1985",2019-11-13,0.70403,2.30905,0.618888,-0.979571,46,2019
"1986",2019-11-20,0.698564,2.47658,0.881837,-1.816714,47,2019
"1987",2019-11-27,0.372329,1.86552,1.12514,-1.721857,48,2019
"1988",2019-12-04,0.244616,1.14582,0.566105,-2.648286,49,2019
"1989",2019-12-11,0.466288,1.23583,1.11371,-1.576,50,2019
"1990",2019-12-18,0.56083,0.951057,0.521499,-1.505714,51,2019
"1991",2019-12-25,0.365447,0.438796,1.07561,0.151714,52,2019
"1992",2020-01-01,0.595587,0.575427,0.739575,-0.371286,1,2020
"1993",2020-01-08,0.451084,0.39775,1.33632,-0.855571,2,2020
"1994",2020-01-15,0.306896,-0.0868709,1.40142,0.521857,3,2020
"1995",2020-01-22,0.176301,0.495254,1.11579,-0.429143,4,2020
"1996",2020-01-29,0.654098,0.28662,1.3065,-0.188429,5,2020
"1997",2020-02-05,0.130515,0.0638525,1.03367,0.448714,6,2020
"1998",2020-02-12,0.0340956,0.180712,0.308381,-0.010143,7,2020
"1999",2020-02-19,0.498286,-0.39103,0.384398,0.209286,8,2020
"2000",2020-02-26,0.425544,-0.589085,0.362319,0.606,9,2020
"2001",2020-03-04,0.441416,-0.783448,0.657167,0.821286,10,2020
"2002",2020-03-11,0.461576,-0.520606,1.11587,1.797571,11,2020
"2003",2020-03-18,0.758939,-0.0784632,0.779506,1.454857,12,2020
"2004",2020-03-25,0.436536,0.155011,0.721907,1.581143,13,2020
"2005",2020-04-01,0.569949,0.536039,0.688766,0.990333,14,2020
