"","time","NE_Aus_anomaly_co","SE_Aus_anomaly_co","week","year"
"1",2001-01-03,5.05381,6.74014,1,2001
"2",2001-01-10,9.39506,7.9474,2,2001
"3",2001-01-17,18.73,20.2604,3,2001
"4",2001-01-24,10.8904,16.7419,4,2001
"5",2001-01-31,7.87813,3.64503,5,2001
"6",2001-02-07,3.25011,-5.01686,6,2001
"7",2001-02-14,-2.41382,-6.78049,7,2001
"8",2001-02-21,-3.79587,-1.03675,8,2001
"9",2001-02-28,1.14625,1.70236,9,2001
"10",2001-03-07,-0.980045,-2.41483,10,2001
"11",2001-03-14,-0.0518412,1.45955,11,2001
"12",2001-03-21,2.6948,-2.82959,12,2001
"13",2001-03-28,-0.965962,-1.43339,13,2001
"14",2001-04-04,-4.30693,2.51604,14,2001
"15",2001-04-11,-2.45508,-1.09171,15,2001
"16",2001-04-18,-2.89668,0.826589,16,2001
"17",2001-04-25,-2.69004,0.186894,17,2001
"18",2001-05-02,5.97205,6.53927,18,2001
"19",2001-05-09,2.60775,3.72915,19,2001
"20",2001-05-16,0.177494,1.60434,20,2001
"21",2001-05-23,0.699004,1.74174,21,2001
"22",2001-05-30,2.42257,2.73149,22,2001
"23",2001-06-06,4.65233,4.00932,23,2001
"24",2001-06-13,7.09975,5.33753,24,2001
"25",2001-06-20,9.57497,6.56767,25,2001
"26",2001-06-27,11.9737,7.61974,26,2001
"27",2001-07-04,14.1894,8.42237,27,2001
"28",2001-07-11,16.1181,8.91612,28,2001
"29",2001-07-18,17.6553,9.05465,29,2001
"30",2001-07-25,18.6885,8.80462,30,2001
"31",2001-08-01,19.0662,8.13704,31,2001
"32",2001-08-08,18.5021,6.99411,32,2001
"33",2001-08-15,16.3076,5.19857,33,2001
"34",2001-08-22,10.6866,2.18514,34,2001
"35",2001-08-29,7.9226,1.68276,35,2001
"36",2001-09-05,26.9433,12.4055,36,2001
"37",2001-09-12,13.1461,5.50515,37,2001
"38",2001-09-19,9.45811,10.5636,38,2001
"39",2001-09-26,7.84316,9.28694,39,2001
"40",2001-10-03,4.23884,-1.77698,40,2001
"41",2001-10-10,10.5017,-4.76665,41,2001
"42",2001-10-17,-8.05596,-4.61918,42,2001
"43",2001-10-24,4.02504,5.70188,43,2001
"44",2001-10-31,10.5888,-0.789576,44,2001
"45",2001-11-07,25.6337,0.400711,45,2001
"46",2001-11-14,-2.5947,-5.07093,46,2001
"47",2001-11-21,3.39568,-3.59083,47,2001
"48",2001-11-28,-3.5344,-5.62222,48,2001
"49",2001-12-05,17.4291,8.08802,49,2001
"50",2001-12-12,10.4575,-3.10277,50,2001
"51",2001-12-19,-0.458144,0.798813,51,2001
"52",2001-12-26,9.4053,0.728484,52,2001
"53",2002-01-02,12.9268,-0.626315,1,2002
"54",2002-01-09,1.33311,-0.839279,2,2002
"55",2002-01-16,1.90081,0.80388,3,2002
"56",2002-01-23,3.77468,2.93982,4,2002
"57",2002-01-30,7.67365,3.31643,5,2002
"58",2002-02-06,11.2874,-0.991115,6,2002
"59",2002-02-13,8.20611,0.100833,7,2002
"60",2002-02-20,3.71944,1.97753,8,2002
"61",2002-02-27,1.09711,1.04897,9,2002
"62",2002-03-06,5.88098,4.26702,10,2002
"63",2002-03-13,6.74747,3.75922,11,2002
"64",2002-03-20,4.26552,8.93268,12,2002
"65",2002-03-27,-2.08054,-5.14523,13,2002
"66",2002-04-03,2.78239,2.39825,14,2002
"67",2002-04-10,-0.456545,5.4046,15,2002
"68",2002-04-17,0.176833,2.95084,16,2002
"69",2002-04-24,3.51861,4.82879,17,2002
"70",2002-05-01,1.34115,3.06702,18,2002
"71",2002-05-08,0.476064,4.20803,19,2002
"72",2002-05-15,1.41146,3.44215,20,2002
"73",2002-05-22,2.76916,0.883631,21,2002
"74",2002-05-29,2.8591,3.42639,22,2002
"75",2002-06-05,2.63625,4.4268,23,2002
"76",2002-06-12,2.59087,3.53431,24,2002
"77",2002-06-19,0.712205,2.9365,25,2002
"78",2002-06-26,0.728022,4.33565,26,2002
"79",2002-07-03,3.08761,3.50026,27,2002
"80",2002-07-10,2.70089,4.86344,28,2002
"81",2002-07-17,6.57474,4.68801,29,2002
"82",2002-07-24,5.7934,4.14314,30,2002
"83",2002-07-31,5.83925,6.75607,31,2002
"84",2002-08-07,2.74042,-0.6806,32,2002
"85",2002-08-14,-1.70876,2.89879,33,2002
"86",2002-08-21,2.30877,-0.560171,34,2002
"87",2002-08-28,7.29494,4.42743,35,2002
"88",2002-09-04,10.9031,10.8431,36,2002
"89",2002-09-11,11.132,3.33468,37,2002
"90",2002-09-18,10.1014,8.96185,38,2002
"91",2002-09-25,18.5359,5.76893,39,2002
"92",2002-10-02,22.3001,15.0313,40,2002
"93",2002-10-09,24.2772,17.0087,41,2002
"94",2002-10-16,24.225,19.8818,42,2002
"95",2002-10-23,19.7132,13.2101,43,2002
"96",2002-10-30,19.7902,14.6333,44,2002
"97",2002-11-06,26.4911,16.4624,45,2002
"98",2002-11-13,25.0247,21.513,46,2002
"99",2002-11-20,6.89695,17.3365,47,2002
"100",2002-11-27,2.15677,11.1005,48,2002
"101",2002-12-04,4.54445,10.2431,49,2002
"102",2002-12-11,8.30224,11.9353,50,2002
"103",2002-12-18,11.264,12.44,51,2002
"104",2002-12-25,10.5557,7.09645,52,2002
"105",2003-01-01,5.42634,-2.372,1,2003
"106",2003-01-08,3.74673,5.62898,2,2003
"107",2003-01-15,3.99971,7.06302,3,2003
"108",2003-01-22,19.5247,22.6806,4,2003
"109",2003-01-29,12.4926,12.0545,5,2003
"110",2003-02-05,5.04743,9.78719,6,2003
"111",2003-02-12,7.85422,12.2899,7,2003
"112",2003-02-19,2.81189,8.18249,8,2003
"113",2003-02-26,-2.07375,-0.777511,9,2003
"114",2003-03-05,6.47027,2.2888,10,2003
"115",2003-03-12,3.04605,-0.0354916,11,2003
"116",2003-03-19,4.30626,0.130044,12,2003
"117",2003-03-26,2.95461,1.01797,13,2003
"118",2003-04-02,2.4643,1.55723,14,2003
"119",2003-04-09,3.02506,1.41957,15,2003
"120",2003-04-16,-1.12863,-1.62623,16,2003
"121",2003-04-23,-0.997105,2.37835,17,2003
"122",2003-04-30,2.45667,0.737835,18,2003
"123",2003-05-07,0.795865,3.7645,19,2003
"124",2003-05-14,1.53357,1.80857,20,2003
"125",2003-05-21,2.32966,2.57555,21,2003
"126",2003-05-28,2.17181,2.71629,22,2003
"127",2003-06-04,5.24437,4.33636,23,2003
"128",2003-06-11,3.54311,4.18587,24,2003
"129",2003-06-18,3.97054,3.3614,25,2003
"130",2003-06-25,8.04589,3.23717,26,2003
"131",2003-07-02,7.42186,4.67351,27,2003
"132",2003-07-09,6.19669,5.02997,28,2003
"133",2003-07-16,2.79547,5.0803,29,2003
"134",2003-07-23,4.76854,4.0237,30,2003
"135",2003-07-30,4.82468,4.02849,31,2003
"136",2003-08-06,2.17538,3.79049,32,2003
"137",2003-08-13,-1.18921,1.86591,33,2003
"138",2003-08-20,2.19263,-1.61746,34,2003
"139",2003-08-27,1.01051,-2.99084,35,2003
"140",2003-09-03,-2.29056,-3.28508,36,2003
"141",2003-09-10,-2.1348,1.97244,37,2003
"142",2003-09-17,-1.52637,9.05369,38,2003
"143",2003-09-24,-0.424542,2.84433,39,2003
"144",2003-10-01,-3.65905,-3.28193,40,2003
"145",2003-10-08,-1.54255,-0.692147,41,2003
"146",2003-10-15,-5.09762,-4.70901,42,2003
"147",2003-10-22,-4.74508,2.76832,43,2003
"148",2003-10-29,13.3404,-1.64393,44,2003
"149",2003-11-05,3.00702,-0.108791,45,2003
"150",2003-11-12,-3.72759,0.0818261,46,2003
"151",2003-11-19,-1.73342,3.53671,47,2003
"152",2003-11-26,-2.9822,-2.94776,48,2003
"153",2003-12-03,-6.14954,-3.03032,49,2003
"154",2003-12-10,-1.24013,0.294889,50,2003
"155",2003-12-17,2.44729,2.4907,51,2003
"156",2003-12-24,3.86566,3.61067,52,2003
"157",2003-12-31,4.18197,4.04028,53,2003
"158",2004-01-07,4.10781,3.9669,1,2004
"159",2004-01-14,2.92648,2.70306,2,2004
"160",2004-01-21,0.777405,-0.547757,3,2004
"161",2004-01-28,-2.01055,-4.84924,4,2004
"162",2004-02-04,-2.83642,-1.61035,5,2004
"163",2004-02-11,-3.13467,2.29196,6,2004
"164",2004-02-18,-1.39311,1.69648,7,2004
"165",2004-02-25,-1.21899,-1.44286,8,2004
"166",2004-03-03,-2.39675,-2.52722,9,2004
"167",2004-03-10,-1.55029,-2.24899,10,2004
"168",2004-03-17,-0.488562,1.06672,11,2004
"169",2004-03-24,1.26851,0.839272,12,2004
"170",2004-03-31,0.662084,1.53192,13,2004
"171",2004-04-07,-0.718281,1.3168,14,2004
"172",2004-04-14,-0.529376,5.01139,15,2004
"173",2004-04-21,0.074003,0.690086,16,2004
"174",2004-04-28,-2.34125,-1.52506,17,2004
"175",2004-05-05,-1.74096,-0.579554,18,2004
"176",2004-05-12,-0.11763,1.35284,19,2004
"177",2004-05-19,2.24478,1.12577,20,2004
"178",2004-05-26,-0.251283,-2.28685,21,2004
"179",2004-06-02,-2.67286,-0.733085,22,2004
"180",2004-06-09,0.0922569,1.89908,23,2004
"181",2004-06-16,2.28604,1.71072,24,2004
"182",2004-06-23,0.240107,2.25546,25,2004
"183",2004-06-30,1.69486,1.99002,26,2004
"184",2004-07-07,2.13292,2.55952,27,2004
"185",2004-07-14,3.38422,1.75567,28,2004
"186",2004-07-21,5.11724,3.13756,29,2004
"187",2004-07-28,-0.117829,1.19051,30,2004
"188",2004-08-04,-2.15956,0.36944,31,2004
"189",2004-08-11,-0.371614,0.668436,32,2004
"190",2004-08-18,-2.92277,-0.445056,33,2004
"191",2004-08-25,4.62626,3.52831,34,2004
"192",2004-09-01,-2.05214,-2.76943,35,2004
"193",2004-09-08,-1.43995,-5.72273,36,2004
"194",2004-09-15,-2.89771,-3.44811,37,2004
"195",2004-09-22,1.10433,3.06755,38,2004
"196",2004-09-29,2.5011,9.83684,39,2004
"197",2004-10-06,8.17651,8.6744,40,2004
"198",2004-10-13,24.2798,24.8763,41,2004
"199",2004-10-20,16.0222,1.89117,42,2004
"200",2004-10-27,31.6191,8.0685,43,2004
"201",2004-11-03,18.3785,0.72626,44,2004
"202",2004-11-10,19.0371,-2.76297,45,2004
"203",2004-11-17,13.0609,2.03999,46,2004
"204",2004-11-24,-2.3723,-1.40622,47,2004
"205",2004-12-01,1.22304,6.78188,48,2004
"206",2004-12-08,-1.07333,-1.3024,49,2004
"207",2004-12-15,4.32184,0.874962,50,2004
"208",2004-12-22,2.72517,1.88442,51,2004
"209",2004-12-29,-4.85717,-2.57604,52,2004
"210",2005-01-05,-0.0691429,-3.91216,1,2005
"211",2005-01-12,0.0840146,6.17347,2,2005
"212",2005-01-19,-3.48009,-0.983995,3,2005
"213",2005-01-26,0.55099,-0.539195,4,2005
"214",2005-02-02,2.80228,0.327276,5,2005
"215",2005-02-09,2.39202,0.880796,6,2005
"216",2005-02-16,1.57439,0.481563,7,2005
"217",2005-02-23,4.39009,1.18233,8,2005
"218",2005-03-02,0.657572,2.33544,9,2005
"219",2005-03-09,3.93395,-2.06901,10,2005
"220",2005-03-16,-0.141263,0.427022,11,2005
"221",2005-03-23,5.42936,0.326907,12,2005
"222",2005-03-30,0.148432,3.73025,13,2005
"223",2005-04-06,0.664755,1.00753,14,2005
"224",2005-04-13,-0.112216,2.618,15,2005
"225",2005-04-20,2.54041,4.54408,16,2005
"226",2005-04-27,-0.366953,6.52896,17,2005
"227",2005-05-04,4.52039,6.36419,18,2005
"228",2005-05-11,2.38188,2.71207,19,2005
"229",2005-05-18,3.37744,4.18905,20,2005
"230",2005-05-25,3.58405,4.32487,21,2005
"231",2005-06-01,0.724171,4.36608,22,2005
"232",2005-06-08,3.21223,5.50467,23,2005
"233",2005-06-15,4.06828,3.21575,24,2005
"234",2005-06-22,2.15747,3.37583,25,2005
"235",2005-06-29,1.9311,2.43217,26,2005
"236",2005-07-06,-0.780766,1.21752,27,2005
"237",2005-07-13,0.588152,-0.225178,28,2005
"238",2005-07-20,-2.27311,0.0547686,29,2005
"239",2005-07-27,-0.657778,2.14974,30,2005
"240",2005-08-03,-2.89707,0.313022,31,2005
"241",2005-08-10,-0.968477,1.46238,32,2005
"242",2005-08-17,0.835726,1.20687,33,2005
"243",2005-08-24,0.877108,3.02118,34,2005
"244",2005-08-31,-0.212189,4.32687,35,2005
"245",2005-09-07,3.6686,23.3806,36,2005
"246",2005-09-14,2.77874,2.47207,37,2005
"247",2005-09-21,6.10079,13.5379,38,2005
"248",2005-09-28,3.55307,10.3372,39,2005
"249",2005-10-05,7.61396,16.1932,40,2005
"250",2005-10-12,2.18011,16.4264,41,2005
"251",2005-10-19,0.844111,7.68228,42,2005
"252",2005-10-26,-3.85808,2.74412,43,2005
"253",2005-11-02,-4.93152,6.03929,44,2005
"254",2005-11-09,-1.49456,7.2554,45,2005
"255",2005-11-16,-2.82448,-1.22779,46,2005
"256",2005-11-23,-3.53182,-1.70004,47,2005
"257",2005-11-30,-3.00663,-5.49694,48,2005
"258",2005-12-07,-3.10207,-0.335291,49,2005
"259",2005-12-14,5.35274,-0.875026,50,2005
"260",2005-12-21,1.49608,3.04352,51,2005
"261",2005-12-28,-0.580144,4.36265,52,2005
"262",2006-01-04,2.11041,5.24645,1,2006
"263",2006-01-11,1.55588,1.73513,2,2006
"264",2006-01-18,-6.8211,0.265743,3,2006
"265",2006-01-25,-4.53844,3.32814,4,2006
"266",2006-02-01,-4.90133,1.67149,5,2006
"267",2006-02-08,3.00469,-0.337558,6,2006
"268",2006-02-15,-0.085862,0.668017,7,2006
"269",2006-02-22,0.148397,-1.13206,8,2006
"270",2006-03-01,-2.00555,-3.14198,9,2006
"271",2006-03-08,-0.6576,0.341807,10,2006
"272",2006-03-15,-2.26793,0.645102,11,2006
"273",2006-03-22,-2.74076,-1.55341,12,2006
"274",2006-03-29,-1.64486,-1.1321,13,2006
"275",2006-04-05,-1.32397,-2.77294,14,2006
"276",2006-04-12,-3.65682,-3.30164,15,2006
"277",2006-04-19,-3.67456,-4.57625,16,2006
"278",2006-04-26,-2.89323,-0.745118,17,2006
"279",2006-05-03,-2.24659,-2.68217,18,2006
"280",2006-05-10,0.525944,-2.6581,19,2006
"281",2006-05-17,-0.140318,-1.00118,20,2006
"282",2006-05-24,-0.718885,-2.70223,21,2006
"283",2006-05-31,1.94685,0.355854,22,2006
"284",2006-06-07,-0.468738,-0.867754,23,2006
"285",2006-06-14,-2.84807,0.441695,24,2006
"286",2006-06-21,0.0858691,2.96522,25,2006
"287",2006-06-28,0.0993694,0.919833,26,2006
"288",2006-07-05,-1.08684,1.0584,27,2006
"289",2006-07-12,-0.820663,1.18161,28,2006
"290",2006-07-19,-0.425594,-1.37257,29,2006
"291",2006-07-26,-1.03687,-2.28056,30,2006
"292",2006-08-02,1.10314,1.17971,31,2006
"293",2006-08-09,0.341771,-0.392198,32,2006
"294",2006-08-16,2.50498,-0.227196,33,2006
"295",2006-08-23,3.01655,1.56314,34,2006
"296",2006-08-30,2.36531,1.409,35,2006
"297",2006-09-06,0.802892,-0.270674,36,2006
"298",2006-09-13,-0.737934,-2.55851,37,2006
"299",2006-09-20,6.02866,17.139,38,2006
"300",2006-09-27,6.0537,0.857234,39,2006
"301",2006-10-04,2.71488,-2.86961,40,2006
"302",2006-10-11,5.91721,1.71877,41,2006
"303",2006-10-18,6.0885,3.24338,42,2006
"304",2006-10-25,-0.406708,-4.33961,43,2006
"305",2006-11-01,10.8845,-10.1123,44,2006
"306",2006-11-08,1.77538,-3.04748,45,2006
"307",2006-11-15,11.7726,-4.67526,46,2006
"308",2006-11-22,11.468,13.2232,47,2006
"309",2006-11-29,21.0406,27.8633,48,2006
"310",2006-12-06,21.8306,-1.6701,49,2006
"311",2006-12-13,1.97,7.30171,50,2006
"312",2006-12-20,9.2466,13.1874,51,2006
"313",2006-12-27,-1.07365,-3.35243,52,2006
"314",2007-01-03,2.51844,0.449056,1,2007
"315",2007-01-10,1.79455,4.66732,2,2007
"316",2007-01-17,-0.232696,16.009,3,2007
"317",2007-01-24,5.30878,1.20408,4,2007
"318",2007-01-31,5.408,2.0348,5,2007
"319",2007-02-07,7.08656,5.77585,6,2007
"320",2007-02-14,4.57968,0.245606,7,2007
"321",2007-02-21,3.14916,4.85565,8,2007
"322",2007-02-28,5.0298,6.65316,9,2007
"323",2007-03-07,3.69766,4.40571,10,2007
"324",2007-03-14,5.91169,4.71724,11,2007
"325",2007-03-21,-1.31787,1.25217,12,2007
"326",2007-03-28,-2.6585,-1.01941,13,2007
"327",2007-04-04,1.60272,1.46017,14,2007
"328",2007-04-11,-1.01441,2.73643,15,2007
"329",2007-04-18,2.26651,3.95723,16,2007
"330",2007-04-25,2.90304,4.16572,17,2007
"331",2007-05-02,1.57414,2.89032,18,2007
"332",2007-05-09,1.44134,3.41922,19,2007
"333",2007-05-16,2.43462,1.05329,20,2007
"334",2007-05-23,3.47663,1.95132,21,2007
"335",2007-05-30,2.05851,1.20228,22,2007
"336",2007-06-06,0.917495,1.81683,23,2007
"337",2007-06-13,3.90833,3.42511,24,2007
"338",2007-06-20,1.42082,-0.254076,25,2007
"339",2007-06-27,-0.458549,2.21878,26,2007
"340",2007-07-04,1.09974,4.35095,27,2007
"341",2007-07-11,1.28445,3.33042,28,2007
"342",2007-07-18,3.53667,3.71409,29,2007
"343",2007-07-25,1.89596,1.27166,30,2007
"344",2007-08-01,-0.845994,-0.960064,31,2007
"345",2007-08-08,-0.96604,0.801826,32,2007
"346",2007-08-15,-1.78142,0.172982,33,2007
"347",2007-08-22,-2.39088,0.391289,34,2007
"348",2007-08-29,-6.67377,-2.0913,35,2007
"349",2007-09-05,-3.41034,-0.0871907,36,2007
"350",2007-09-12,-0.0952767,0.766747,37,2007
"351",2007-09-19,21.3003,21.4797,38,2007
"352",2007-09-26,8.50154,13.2899,39,2007
"353",2007-10-03,7.45558,18.0415,40,2007
"354",2007-10-10,12.3652,12.0853,41,2007
"355",2007-10-17,20.3448,29.3084,42,2007
"356",2007-10-24,2.90016,13.3904,43,2007
"357",2007-10-31,2.86761,3.2755,44,2007
"358",2007-11-07,-0.365851,-2.30752,45,2007
"359",2007-11-14,-4.0835,1.88625,46,2007
"360",2007-11-21,-5.48659,3.15197,47,2007
"361",2007-11-28,-6.05505,1.7171,48,2007
"362",2007-12-05,3.89672,2.78536,49,2007
"363",2007-12-12,4.51341,2.10337,50,2007
"364",2007-12-19,-2.7072,-2.60535,51,2007
"365",2007-12-26,-8.651,-3.6633,52,2007
"366",2008-01-02,-6.92393,-0.218243,1,2008
"367",2008-01-09,-0.567475,0.478117,2,2008
"368",2008-01-16,1.13987,-0.805983,3,2008
"369",2008-01-23,2.70077,-2.32318,4,2008
"370",2008-01-30,-1.15507,-2.01547,5,2008
"371",2008-02-06,2.56122,-4.44065,6,2008
"372",2008-02-13,5.94898,-4.87605,7,2008
"373",2008-02-20,1.60039,-0.69911,8,2008
"374",2008-02-27,3.34864,-3.8154,9,2008
"375",2008-03-05,1.32853,1.2288,10,2008
"376",2008-03-12,0.854158,5.52708,11,2008
"377",2008-03-19,-1.84058,2.05928,12,2008
"378",2008-03-26,-1.37944,-3.95187,13,2008
"379",2008-04-02,-0.681453,-0.81716,14,2008
"380",2008-04-09,-0.877101,-0.620425,15,2008
"381",2008-04-16,-1.17635,-1.16546,16,2008
"382",2008-04-23,-0.71946,-0.285866,17,2008
"383",2008-04-30,-0.10737,-1.66393,18,2008
"384",2008-05-07,1.18795,-0.761087,19,2008
"385",2008-05-14,1.2204,1.45518,20,2008
"386",2008-05-21,-0.940297,-0.705295,21,2008
"387",2008-05-28,-0.545725,2.26851,22,2008
"388",2008-06-04,0.121325,2.36347,23,2008
"389",2008-06-11,2.09644,-2.08119,24,2008
"390",2008-06-18,-0.359513,-0.124118,25,2008
"391",2008-06-25,0.116678,2.83391,26,2008
"392",2008-07-02,1.76147,3.67128,27,2008
"393",2008-07-09,2.5659,2.32018,28,2008
"394",2008-07-16,4.09612,7.71718,29,2008
"395",2008-07-23,-1.07002,0.035449,30,2008
"396",2008-07-30,-1.77835,0.998107,31,2008
"397",2008-08-06,1.06007,-2.21677,32,2008
"398",2008-08-13,-3.2878,-3.08944,33,2008
"399",2008-08-20,-2.8596,-3.60285,34,2008
"400",2008-08-27,-7.84755,-3.30803,35,2008
"401",2008-09-03,-10.505,-7.62587,36,2008
"402",2008-09-10,-7.3272,-2.40579,37,2008
"403",2008-09-17,-8.26301,-2.64666,38,2008
"404",2008-09-24,-8.47087,-8.05609,39,2008
"405",2008-10-01,-14.2066,-5.41537,40,2008
"406",2008-10-08,-16.9904,-7.68157,41,2008
"407",2008-10-15,-10.9004,-0.12551,42,2008
"408",2008-10-22,-5.17745,0.478281,43,2008
"409",2008-10-29,-3.99331,5.81186,44,2008
"410",2008-11-05,-6.0928,-3.56241,45,2008
"411",2008-11-12,-11.2512,-6.06549,46,2008
"412",2008-11-19,-7.52689,-7.75294,47,2008
"413",2008-11-26,-9.64909,-9.45966,48,2008
"414",2008-12-03,-10.2517,-5.74971,49,2008
"415",2008-12-10,-10.0158,-6.92786,50,2008
"416",2008-12-17,-11.3939,-6.18595,51,2008
"417",2008-12-24,-2.35703,-4.30448,52,2008
"418",2008-12-31,-5.76846,-4.3148,53,2008
"419",2009-01-07,-5.6197,-1.87166,1,2009
"420",2009-01-14,-4.03377,-2.83904,2,2009
"421",2009-01-21,0.835122,-1.79795,3,2009
"422",2009-01-28,-1.75158,0.538314,4,2009
"423",2009-02-04,-2.00118,5.1359,5,2009
"424",2009-02-11,1.49326,6.30737,6,2009
"425",2009-02-18,4.87621,0.75471,7,2009
"426",2009-02-25,-0.799439,1.95769,8,2009
"427",2009-03-04,2.29514,-1.11307,9,2009
"428",2009-03-11,0.485251,-3.59788,10,2009
"429",2009-03-18,-2.99578,-4.39842,11,2009
"430",2009-03-25,-1.68989,-2.06238,12,2009
"431",2009-04-01,-5.17243,-1.56154,13,2009
"432",2009-04-08,-3.89247,-4.58036,14,2009
"433",2009-04-15,-0.981757,-3.84129,15,2009
"434",2009-04-22,-1.32496,-1.35046,16,2009
"435",2009-04-29,-2.09769,-3.97168,17,2009
"436",2009-05-06,-1.1381,-1.15063,18,2009
"437",2009-05-13,2.33364,-0.668209,19,2009
"438",2009-05-20,-2.09108,-2.88428,20,2009
"439",2009-05-27,0.154316,-1.36615,21,2009
"440",2009-06-03,-1.68334,-2.57884,22,2009
"441",2009-06-10,-1.01932,-2.55833,23,2009
"442",2009-06-17,1.5165,-0.283805,24,2009
"443",2009-06-24,4.46915,-1.57063,25,2009
"444",2009-07-01,1.59027,-0.481315,26,2009
"445",2009-07-08,0.803368,-1.38478,27,2009
"446",2009-07-15,-0.394508,-3.87565,28,2009
"447",2009-07-22,-1.69661,-2.59499,29,2009
"448",2009-07-29,-2.23212,-2.94825,30,2009
"449",2009-08-05,-2.96949,-3.67613,31,2009
"450",2009-08-12,-4.181,-4.32783,32,2009
"451",2009-08-19,-5.81912,-5.04504,33,2009
"452",2009-08-26,-7.7851,-5.81345,34,2009
"453",2009-09-02,-9.91521,-6.5525,35,2009
"454",2009-09-09,-11.9897,-7.23623,36,2009
"455",2009-09-16,-13.6181,-7.91196,37,2009
"456",2009-09-23,-14.0756,-8.95625,38,2009
"457",2009-09-30,-11.7734,-11.5631,39,2009
"458",2009-10-07,-7.20996,-16.6801,40,2009
"459",2009-10-14,-6.01251,-15.3454,41,2009
"460",2009-10-21,3.21869,0.662467,42,2009
"461",2009-10-28,-8.89575,-5.33048,43,2009
"462",2009-11-04,-7.16962,-5.00598,44,2009
"463",2009-11-11,-12.5868,-3.35745,45,2009
"464",2009-11-18,1.00201,8.96429,46,2009
"465",2009-11-25,-9.66866,1.03889,47,2009
"466",2009-12-02,-5.51758,-10.1955,48,2009
"467",2009-12-09,1.971,-1.68382,49,2009
"468",2009-12-16,5.84835,-0.77965,50,2009
"469",2009-12-23,-2.91507,-4.34461,51,2009
"470",2009-12-30,-8.23009,-5.42062,52,2009
"471",2010-01-06,-13.6983,-6.54012,1,2010
"472",2010-01-13,-6.35396,-2.24478,2,2010
"473",2010-01-20,-2.73972,-3.8163,3,2010
"474",2010-01-27,3.2982,0.811831,4,2010
"475",2010-02-03,-2.89607,-5.94579,5,2010
"476",2010-02-10,-3.76868,-4.76725,6,2010
"477",2010-02-17,1.03417,-3.55276,7,2010
"478",2010-02-24,-3.15202,-2.19649,8,2010
"479",2010-03-03,-1.15723,-5.4777,9,2010
"480",2010-03-10,-3.11594,-5.1373,10,2010
"481",2010-03-17,-6.28978,-3.04403,11,2010
"482",2010-03-24,-6.26249,-0.577828,12,2010
"483",2010-03-31,-4.77559,-3.07916,13,2010
"484",2010-04-07,-2.17399,-2.49051,14,2010
"485",2010-04-14,-3.21411,-3.88852,15,2010
"486",2010-04-21,-7.36962,-3.24215,16,2010
"487",2010-04-28,-1.07386,-3.58191,17,2010
"488",2010-05-05,-1.94994,-2.0248,18,2010
"489",2010-05-12,-1.8799,-2.10466,19,2010
"490",2010-05-19,-2.47928,-0.224382,20,2010
"491",2010-05-26,-2.46806,-0.954785,21,2010
"492",2010-06-02,-1.94889,-0.344379,22,2010
"493",2010-06-09,-0.884278,-2.49855,23,2010
"494",2010-06-16,0.995925,-0.200849,24,2010
"495",2010-06-23,-0.761375,0.741608,25,2010
